time,sitting
0.0,0,[]
1.0000000000000002,0,[]
2.000000000000001,0,[]
2.9999999999999973,0,[]
3.999999999999994,0,[]
4.99999999999999,0,[]
5.999999999999987,0,[]
6.999999999999983,0,[]
7.99999999999998,0,[]
8.999999999999993,0,[]
10.000000000000007,0,[]
11.000000000000021,0,[]
12.000000000000036,0,[]
13.00000000000005,0,[]
14.000000000000064,0,[]
15.000000000000078,0,[]
16.000000000000092,1,[179]
17.000000000000107,2,[177]
18.00000000000012,2,[]
19.000000000000135,2,[]
20.00000000000015,2,[]
21.000000000000163,2,[]
22.000000000000178,2,[]
23.000000000000192,2,[]
24.000000000000206,2,[]
25.00000000000022,2,[]
26.000000000000234,2,[]
27.00000000000025,4,[178, 176]
28.000000000000263,4,[]
29.000000000000277,4,[]
30.00000000000029,4,[]
31.000000000000306,4,[]
32.00000000000032,4,[]
33.00000000000026,5,[175]
34.000000000000206,6,[173]
35.00000000000015,6,[]
36.00000000000009,6,[]
37.000000000000036,6,[]
37.99999999999998,6,[]
38.99999999999992,6,[]
39.999999999999865,6,[]
40.99999999999981,6,[]
41.99999999999975,6,[]
42.999999999999694,7,[174]
43.99999999999964,7,[]
44.99999999999958,7,[]
45.999999999999524,8,[170]
46.99999999999947,9,[172]
47.99999999999941,9,[]
48.99999999999935,9,[]
49.9999999999993,9,[]
50.99999999999924,9,[]
51.99999999999918,9,[]
52.999999999999126,9,[]
53.99999999999907,9,[]
54.99999999999901,9,[]
55.999999999998956,9,[]
56.9999999999989,9,[]
57.99999999999884,11,[168, 171]
58.999999999998785,13,[169, 167]
59.99999999999873,13,[]
60.99999999999867,13,[]
61.999999999998614,13,[]
62.99999999999856,13,[]
63.9999999999985,13,[]
64.99999999999845,13,[]
65.9999999999984,13,[]
66.99999999999834,13,[]
67.99999999999828,13,[]
68.99999999999822,15,[165, 166]
69.99999999999817,15,[]
70.99999999999811,15,[]
71.99999999999805,15,[]
72.999999999998,15,[]
73.99999999999794,15,[]
74.99999999999788,15,[]
75.99999999999783,16,[162]
76.99999999999777,16,[]
77.99999999999771,16,[]
78.99999999999766,16,[]
79.9999999999976,16,[]
80.99999999999754,17,[164]
81.99999999999748,17,[]
82.99999999999743,17,[]
83.99999999999737,17,[]
84.99999999999731,17,[]
85.99999999999726,17,[]
86.9999999999972,17,[]
87.99999999999714,17,[]
88.99999999999709,17,[]
89.99999999999703,18,[161]
90.99999999999697,18,[]
91.99999999999692,20,[158, 163]
92.99999999999686,20,[]
93.9999999999968,20,[]
94.99999999999675,20,[]
95.99999999999669,20,[]
96.99999999999663,20,[]
97.99999999999658,20,[]
98.99999999999652,20,[]
99.99999999999646,20,[]
100.9999999999964,20,[]
101.99999999999635,22,[160, 156]
102.99999999999629,22,[]
103.99999999999623,22,[]
104.99999999999618,22,[]
105.99999999999612,22,[]
106.99999999999606,22,[]
107.999999999996,22,[]
108.99999999999595,22,[]
109.9999999999959,22,[]
110.99999999999584,22,[]
111.99999999999578,22,[]
112.99999999999572,23,[159]
113.99999999999567,23,[]
114.99999999999561,23,[]
115.99999999999555,23,[]
116.9999999999955,24,[154]
117.99999999999544,24,[]
118.99999999999538,24,[]
119.99999999999532,25,[155]
120.99999999999527,25,[]
121.99999999999521,25,[]
122.99999999999515,25,[]
123.9999999999951,25,[]
124.99999999999504,25,[]
125.99999999999498,25,[]
126.99999999999493,25,[]
127.99999999999487,25,[]
128.99999999999508,25,[]
129.9999999999953,26,[151]
130.99999999999554,27,[153]
131.99999999999577,30,[150, 157, 149]
132.999999999996,30,[]
133.99999999999622,30,[]
134.99999999999645,30,[]
135.99999999999667,30,[]
136.9999999999969,30,[]
137.99999999999713,30,[]
138.99999999999736,30,[]
139.99999999999758,30,[]
140.9999999999978,31,[152]
141.99999999999804,31,[]
142.99999999999827,31,[]
143.9999999999985,32,[148]
144.99999999999872,32,[]
145.99999999999895,32,[]
146.99999999999918,32,[]
147.9999999999994,32,[]
148.99999999999963,32,[]
149.99999999999986,32,[]
151.00000000000009,32,[]
152.0000000000003,32,[]
153.00000000000054,33,[147]
154.00000000000077,33,[]
155.000000000001,33,[]
156.00000000000122,33,[]
157.00000000000145,33,[]
158.00000000000168,33,[]
159.0000000000019,33,[]
160.00000000000213,33,[]
161.00000000000236,33,[]
162.0000000000026,33,[]
163.0000000000028,33,[]
164.00000000000304,33,[]
165.00000000000327,33,[]
166.0000000000035,35,[146, 145]
167.00000000000372,35,[]
168.00000000000395,35,[]
169.00000000000418,35,[]
170.0000000000044,35,[]
171.00000000000463,35,[]
172.00000000000486,35,[]
173.0000000000051,35,[]
174.00000000000531,35,[]
175.00000000000554,35,[]
176.00000000000577,37,[143, 144]
177.000000000006,37,[]
178.00000000000622,37,[]
179.00000000000645,37,[]
180.00000000000668,37,[]
181.0000000000069,37,[]
182.00000000000713,38,[136]
183.00000000000736,38,[]
184.0000000000076,38,[]
185.00000000000782,40,[142, 141]
186.00000000000804,40,[]
187.00000000000827,40,[]
188.0000000000085,40,[]
189.00000000000873,41,[140]
190.00000000000895,41,[]
191.00000000000918,42,[135]
192.0000000000094,42,[]
193.00000000000963,42,[]
194.00000000000986,42,[]
195.0000000000101,42,[]
196.00000000001032,43,[137]
197.00000000001054,44,[134]
198.00000000001077,44,[]
199.000000000011,44,[]
200.00000000001123,45,[139]
201.00000000001145,45,[]
202.00000000001168,45,[]
203.0000000000119,45,[]
204.00000000001214,45,[]
205.00000000001236,46,[132]
206.0000000000126,46,[]
207.00000000001282,46,[]
208.00000000001305,46,[]
209.00000000001327,46,[]
210.0000000000135,47,[133]
211.00000000001373,47,[]
212.00000000001396,48,[138]
213.00000000001418,48,[]
214.0000000000144,48,[]
215.00000000001464,48,[]
216.00000000001486,48,[]
217.0000000000151,48,[]
218.00000000001532,49,[131]
219.00000000001555,49,[]
220.00000000001577,49,[]
221.000000000016,49,[]
222.00000000001623,49,[]
223.00000000001646,49,[]
224.00000000001668,49,[]
225.0000000000169,49,[]
226.00000000001714,50,[130]
227.00000000001737,50,[]
228.0000000000176,50,[]
229.00000000001782,50,[]
230.00000000001805,50,[]
231.00000000001828,50,[]
232.0000000000185,51,[129]
233.00000000001873,51,[]
234.00000000001896,51,[]
235.00000000001918,51,[]
236.0000000000194,51,[]
237.00000000001964,51,[]
238.00000000001987,51,[]
239.0000000000201,52,[128]
240.00000000002032,52,[]
241.00000000002055,53,[125]
242.00000000002078,53,[]
243.000000000021,53,[]
244.00000000002123,53,[]
245.00000000002146,53,[]
246.00000000002169,53,[]
247.0000000000219,54,[127]
248.00000000002214,54,[]
249.00000000002237,54,[]
250.0000000000226,54,[]
251.00000000002282,54,[]
252.00000000002305,54,[]
253.00000000002328,54,[]
254.0000000000235,54,[]
255.00000000002373,54,[]
256.00000000002393,54,[]
257.00000000002416,54,[]
258.0000000000244,55,[122]
259.0000000000246,55,[]
260.00000000002484,55,[]
261.00000000002507,55,[]
262.0000000000253,57,[124, 126]
263.0000000000255,57,[]
264.00000000002575,57,[]
265.000000000026,57,[]
266.0000000000262,57,[]
267.00000000002643,57,[]
268.00000000002666,57,[]
269.0000000000269,57,[]
270.0000000000271,57,[]
271.00000000002734,57,[]
272.00000000002757,57,[]
273.0000000000278,58,[123]
274.000000000028,58,[]
275.00000000002825,58,[]
276.0000000000285,58,[]
277.0000000000287,58,[]
278.00000000002893,58,[]
279.00000000002916,60,[121, 120]
280.0000000000294,60,[]
281.0000000000296,60,[]
282.00000000002984,60,[]
283.00000000003007,60,[]
284.0000000000303,60,[]
285.0000000000305,61,[117]
286.00000000003075,62,[119]
287.000000000031,63,[118]
288.0000000000312,63,[]
289.00000000003143,63,[]
290.00000000003166,63,[]
291.0000000000319,63,[]
292.0000000000321,64,[116]
293.00000000003234,64,[]
294.00000000003257,64,[]
295.0000000000328,64,[]
296.000000000033,64,[]
297.00000000003325,64,[]
298.0000000000335,64,[]
299.0000000000337,65,[113]
300.00000000003394,65,[]
301.00000000003416,65,[]
302.0000000000344,65,[]
303.0000000000346,65,[]
304.00000000003485,66,[115]
305.0000000000351,68,[114, 112]
306.0000000000353,68,[]
307.0000000000355,68,[]
308.00000000003575,68,[]
309.000000000036,69,[111]
310.0000000000362,69,[]
311.00000000003644,69,[]
312.00000000003666,69,[]
313.0000000000369,69,[]
314.0000000000371,69,[]
315.00000000003735,69,[]
316.0000000000376,69,[]
317.0000000000378,69,[]
318.000000000038,70,[110]
319.00000000003826,70,[]
320.0000000000385,70,[]
321.0000000000387,70,[]
322.00000000003894,70,[]
323.00000000003917,70,[]
324.0000000000394,70,[]
325.0000000000396,70,[]
326.00000000003985,70,[]
327.0000000000401,70,[]
328.0000000000403,70,[]
329.00000000004053,72,[107, 109]
330.00000000004076,73,[108]
331.000000000041,73,[]
332.0000000000412,73,[]
333.00000000004144,73,[]
334.00000000004167,73,[]
335.0000000000419,73,[]
336.0000000000421,73,[]
337.00000000004235,73,[]
338.0000000000426,75,[106, 105]
339.0000000000428,75,[]
340.00000000004303,76,[104]
341.00000000004326,76,[]
342.0000000000435,76,[]
343.0000000000437,76,[]
344.00000000004394,76,[]
345.00000000004417,76,[]
346.0000000000444,76,[]
347.0000000000446,76,[]
348.00000000004485,76,[]
349.0000000000451,78,[103, 102]
350.0000000000453,78,[]
351.00000000004553,78,[]
352.00000000004576,78,[]
353.000000000046,78,[]
354.0000000000462,78,[]
355.00000000004644,78,[]
356.00000000004667,78,[]
357.0000000000469,78,[]
358.0000000000471,78,[]
359.00000000004735,78,[]
360.0000000000476,78,[]
361.0000000000478,78,[]
362.00000000004803,79,[101]
363.00000000004826,79,[]
364.0000000000485,79,[]
365.0000000000487,79,[]
366.00000000004894,79,[]
367.00000000004917,79,[]
368.0000000000494,79,[]
369.0000000000496,79,[]
370.00000000004985,79,[]
371.0000000000501,79,[]
372.0000000000503,79,[]
373.00000000005053,79,[]
374.00000000005076,79,[]
375.000000000051,80,[97]
376.0000000000512,81,[100]
377.00000000005144,83,[91, 95]
378.00000000005167,83,[]
379.0000000000519,83,[]
380.0000000000521,83,[]
381.00000000005235,83,[]
382.0000000000526,83,[]
383.0000000000528,83,[]
384.00000000005303,83,[]
385.00000000005326,83,[]
386.0000000000535,83,[]
387.0000000000537,83,[]
388.00000000005394,83,[]
389.0000000000542,84,[94]
390.0000000000544,85,[99]
391.0000000000546,87,[96, 88]
392.00000000005485,87,[]
393.0000000000551,87,[]
394.0000000000553,87,[]
395.00000000005554,87,[]
396.00000000005576,88,[93]
397.000000000056,89,[92]
398.0000000000562,89,[]
399.00000000005645,90,[85]
400.0000000000567,90,[]
401.0000000000569,90,[]
402.0000000000571,90,[]
403.00000000005736,91,[98]
404.0000000000576,91,[]
405.0000000000578,91,[]
406.00000000005804,92,[87]
407.00000000005826,93,[83]
408.0000000000585,93,[]
409.0000000000587,93,[]
410.00000000005895,93,[]
411.0000000000592,93,[]
412.0000000000594,94,[84]
413.00000000005963,94,[]
414.00000000005986,94,[]
415.0000000000601,95,[90]
416.0000000000603,95,[]
417.00000000006054,95,[]
418.00000000006077,95,[]
419.000000000061,95,[]
420.0000000000612,95,[]
421.00000000006145,95,[]
422.0000000000617,95,[]
423.0000000000619,95,[]
424.00000000006213,96,[86]
425.00000000006236,97,[89]
426.0000000000626,98,[79]
427.0000000000628,99,[82]
428.00000000006304,99,[]
429.00000000006327,99,[]
430.0000000000635,99,[]
431.0000000000637,99,[]
432.00000000006395,99,[]
433.0000000000642,99,[]
434.0000000000644,99,[]
435.00000000006463,99,[]
436.00000000006486,99,[]
437.0000000000651,99,[]
438.0000000000653,99,[]
439.00000000006554,101,[81, 80]
440.00000000006577,101,[]
441.000000000066,101,[]
442.0000000000662,101,[]
443.00000000006645,101,[]
444.0000000000667,101,[]
445.0000000000669,101,[]
446.00000000006713,101,[]
447.00000000006736,101,[]
448.0000000000676,102,[77]
449.0000000000678,102,[]
450.00000000006804,103,[78]
451.00000000006827,103,[]
452.0000000000685,103,[]
453.0000000000687,103,[]
454.00000000006895,103,[]
455.0000000000692,103,[]
456.0000000000694,103,[]
457.00000000006963,104,[76]
458.00000000006986,104,[]
459.0000000000701,104,[]
460.0000000000703,104,[]
461.00000000007054,104,[]
462.00000000007077,104,[]
463.000000000071,104,[]
464.0000000000712,104,[]
465.00000000007145,104,[]
466.0000000000717,104,[]
467.0000000000719,105,[75]
468.00000000007213,105,[]
469.00000000007236,105,[]
470.0000000000726,105,[]
471.0000000000728,105,[]
472.00000000007304,105,[]
473.00000000007327,105,[]
474.0000000000735,106,[74]
475.0000000000737,106,[]
476.00000000007395,106,[]
477.0000000000742,106,[]
478.0000000000744,106,[]
479.00000000007464,106,[]
480.00000000007486,106,[]
481.0000000000751,106,[]
482.0000000000753,106,[]
483.00000000007554,106,[]
484.0000000000758,106,[]
